prolific_pid,goal_condition,base_rate,raw_response,trial_id,decision_structure,strategy,response_lowercase,chose_contaminated,chose_uncontaminated,base_rate_num,base_rate_c
62a2548381f399e5f4f52746,uncont,0.5,one that you are certain is contaminated,exp1_trial1,singleton,"{""strategy"":""they know some thst are so specifically i want to know which this is""}",one that you are certain is contaminated,TRUE,FALSE,0.5,0
633c74ad6178784ed5b52104,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I wanted to be straightforward""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
67b61bec5ba983e69c97bcf9,cont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""Well I went with a straightforward logical, simple approach.  I want to know if this vial is contaminated?""}",contaminated,TRUE,FALSE,0.5,0
69e2a85d5c5a9677b3e5885e,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""The whole goal here is to find out which vial is contaminated so that seemed like the obvious question to ask. It's direct and to the point. ""}",contaminated,TRUE,FALSE,0.2,-0.3
6a0eb043471e86d12ba31b21,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""they know  that some are contaminated""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
5e3771ec1c0a777104418d79,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""The topic here is contaminated vials, so contaminated is the key search word.""}",contaminated,TRUE,FALSE,0.5,0
65e24e2016cf7dd292e72891,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""i just wanted to know which one is contaminated ""}",contaminated,TRUE,FALSE,0.2,-0.3
69f72824a3b1aca62cf12ecc,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""Ask if that particular vial is contaminated - as the colleague can answer that""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6997ace35f7613bf9c48fa5d,uncont,0.5,that is contaminated discolored,exp1_trial1,singleton,"{""strategy"":""Tried to get some sort of visual on the contaminated ones""}",that is contaminated discolored,TRUE,FALSE,0.5,0
6a0b003f6fd78e5df58d4c69,uncont,0.5,contaminated,exp1_trial1,singleton,"{""strategy"":""The question should give a straightforward yes or no answer.""}",contaminated,TRUE,FALSE,0.5,0
69fcfbece2a380e95b7043e3,uncont,0.2,Contaminated,exp1_trial1,singleton,"{""strategy"":""I asked whether the vial was contaminated because my goal was to maximize the chance of choosing a safe vial. Since only a few vials were contaminated and most were uncontaminated, knowing whether the selected vial was contaminated gave the most useful information for making the final choice.""}",contaminated,TRUE,FALSE,0.2,-0.3
5a9fa90f873cda00010d29d8,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I think it is common sense to ask if something is contaminated cause if it is not then I would know it is one of the others""}",contaminated,TRUE,FALSE,0.2,-0.3
69fd0e5025ad50ce52cc2751,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I need the answer""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6a0b06c0da905757afad84c4,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I was a bit confused what else to ask with the information provided, other than asking them which ones they already knew were contaminated. For example I don't remember any mention of the significance of the colours red and green so I wasn't sure if asking about that would be relevant. We also do not know how the contamination occurred eg. area which could give clues however the question already only allows you to ask about a specific vial which really narrows down your options.""}",contaminated,TRUE,FALSE,0.2,-0.3
69cec24c3abfa52b0c8e3903,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I'm not quite sure about strategy. It seems that the other lab worker is aware of some and not others, but it's not clear which. It seems most beneficial to try and identify which ones he/she knows are definitely contaminated first.""}",contaminated,TRUE,FALSE,0.2,-0.3
5f23fc20be6a4e1feed8aa5b,uncont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""The colleague knew some of which were contaminated, so the best question to ask was if this was one of the ones they knew about to have a better chance of choosing one that was uncontaminated.""}",contaminated,TRUE,FALSE,0.2,-0.3
5df3c01761b48a295ffba48f,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""In order to find out what contaminate was used, you need to locate a contaminated vial first. Hence the question.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6978c9de12be2c3293c32576,uncont,0.5,one of the contaminated virals? If not can you tell me the number of one that definitely isn't,exp1_trial1,singleton,"{""strategy"":""I knew that I needed the answer of the question to identify a vial that the colleague knew was definitely not contaminated.""}",one of the contaminated virals? if not can you tell me the number of one that definitely isn't,TRUE,FALSE,0.5,0
69eb987dfb01f2667d6a86b5,cont,0.8,One of the contaminated vials,exp1_trial1,singleton,"{""strategy"":""If it isn’t then I know that any which are different are contaminated. If it’s contaminated I can test it""}",one of the contaminated vials,TRUE,FALSE,0.8,0.30000000000000004
69bfa90568c64f3e06f1a32e,cont,0.2,one I could find the contaminant in and if not which one would you recommend I pick,exp1_trial1,singleton,"{""strategy"":""I didn't see anything about question length, I seemed to be allowed anything, so I decided to leave the question open and trust my colleague will provide me with accurate information.  ""}",one i could find the contaminant in and if not which one would you recommend i pick,TRUE,FALSE,0.2,-0.3
665834040679fe2bd2dfed71,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""I want to identify the contaminated vials""}",contaminated,TRUE,FALSE,0.2,-0.3
62b4403257f7d42730f83394,cont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""As uncontaminated is in the minor, and a way to find more of a cure or antidote alternative, I went for this strategy. ""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
5cbcadbe0b073500018c5f73,uncont,0.2,contaminated or not,exp1_trial1,singleton,"{""strategy"":""Asked them if they knew if the vial was contaminated.""}",contaminated or not,TRUE,FALSE,0.2,-0.3
65958d888c849893b0951a67,uncont,0.5,uncontaminated,exp1_trial1,singleton,"{""strategy"":""My coworker knows of at least one vial that is not contaminated. Therefore the straight forward question is if this vial is uncontaminated. ""}",uncontaminated,FALSE,TRUE,0.5,0
6813fb6e6bf8c3d60d489aa4,uncont,0.2,next to a contaminated vial,exp1_trial1,singleton,"{""strategy"":""if the answer is no then I know at least 1 or2 of them are not contaminated""}",next to a contaminated vial,TRUE,FALSE,0.2,-0.3
6a040e9cf9be96badc6e35c3,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""If I know it’s contaminated I can put it aside to test ""}",contaminated,TRUE,FALSE,0.2,-0.3
5dc483cf74939e34e55c3619,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""It seemed logical to me -- if he doesn't know I can test. But I suspect that is incorrect. ""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69fe8d0b1b03e0d3432cc2ac,uncont,0.5,adjacent to a contaminated vial?,exp1_trial1,singleton,"{""strategy"":""I didn't want to ask if the vial itself was contaminated, because if it was, i would have a 4/9 chance of randomly selecting a contaminated vial from the remaining. I felt like asking about the adjacent vials gave me more information to go off of.  ""}",adjacent to a contaminated vial?,TRUE,FALSE,0.5,0
6a0f4af0d2bff1fe603480a0,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""As this is the best question to ask and was asked previously in the scenario""}",contaminated,TRUE,FALSE,0.2,-0.3
69eb647afaaa3ac24bc17691,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""It would waste a vial if I experimented on it and it was contaminated. It's good to know which is contaminated so that I don't focus on those and waste time or ruin a good vial. ""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
69f935ff72553b24257782dc,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""the colleague has an idea of which vials were affected and which ones weren't""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
5f4738bfa043201203a27b4b,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I thought that I would be interested in knowing specifically if it was contaminated. In my mind, I couldn't figure out the difference in asking them phrased as \""contaminated\"" or \""uncontaminated\"" and how it would make a difference.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
681485b41e4f472801db525a,cont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""it was the most specific question i could think of""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
6997ce67398d485a60e72a22,uncont,0.8,uncontaminated,exp1_trial1,singleton,"{""strategy"":""I wanted to know if they knew if that specific vial had been contaminated or not, so asking if it was uncontaminated was the most direct way to ask.""}",uncontaminated,FALSE,TRUE,0.8,0.30000000000000004
69ca08e7817b325aabd1123d,cont,0.2,contaminated,exp1_trial1,singleton,"{""strategy"":""Since the importance is to determine which vial is contaminated to test and determine the contaminant I determined that the important question to ask is to determine which is contaminated""}",contaminated,TRUE,FALSE,0.2,-0.3
6a041c22345a38f05fbd3213,uncont,0.8,contaminated,exp1_trial1,singleton,"{""strategy"":""I felt like that one was contaminated.""}",contaminated,TRUE,FALSE,0.8,0.30000000000000004
